Date,P.therm,Temp,SN,War,COban,Pban
02/01/2020,26.85,8.85,6.771,0,0,0
03/01/2020,29.4,8.46,6.052,0,0,0
04/01/2020,29.4,6.48,5.748,0,0,0
05/01/2020,29.4,7.84,4.9,0,0,0
06/01/2020,28.15,7.7,5.602,0,0,0
07/01/2020,28.1,9.31,5.616,0,0,0
08/01/2020,28.25,11.31,6.718,0,0,0
09/01/2020,29.3,11,6.822,0,0,0
10/01/2020,29.4,6.3,6.654,0,0,0
11/01/2020,29.4,9.39,5.756,0,0,0
12/01/2020,29.4,9.4,5.911,0,0,0
13/01/2020,30.7,8.25,6.342,0,0,0
14/01/2020,28.7,10.18,5.65,0,0,0
15/01/2020,28.85,8.34,4.452,0,0,0
16/01/2020,28.8,9.23,5.928,0,0,0
17/01/2020,28.3,7.51,5.12,0,0,0
18/01/2020,28.3,3.68,3.674,0,0,0
19/01/2020,28.3,2.82,4.35,0,0,0
20/01/2020,27.7,2.95,3.723,0,0,0
21/01/2020,27.95,2.2,2.816,0,0,0
22/01/2020,27,5.51,3.375,0,0,0
23/01/2020,27,7.43,4.916,0,0,0
24/01/2020,27.4,6.41,4.656,0,0,0
25/01/2020,27.4,6.15,5.443,0,0,0
26/01/2020,27.4,8.35,6.002,0,0,0
27/01/2020,28,7.22,5.533,0,0,0
28/01/2020,28.9,4.7,5.614,0,0,0
29/01/2020,26.55,6.05,5.815,0,0,0
30/01/2020,24.7,10.1,5.588,0,0,0
31/01/2020,25.05,10.76,4.249,0,0,0
01/02/2020,25.05,10.07,4.182,0,0,0
02/02/2020,25.05,10.46,5.23,0,0,0
03/02/2020,25,9.18,4.948,0,0,0
04/02/2020,24.9,6.99,4.338,0,0,0
05/02/2020,24.875,4.72,6.039,0,0,0
06/02/2020,23.2,3.36,5.936,0,0,0
07/02/2020,22.65,5.5,5.889,0,0,0
08/02/2020,22.65,9.1,5.151,0,0,0
09/02/2020,22.65,10.54,4.698,0,0,0
10/02/2020,22.2,7.01,4.583,0,0,0
11/02/2020,21.5,5.51,4.188,0,0,0
12/02/2020,21.65,5.42,3.564,0,0,0
13/02/2020,20.7,7.34,3.98,0,0,0
14/02/2020,21.4,7.46,5.007,0,0,0
15/02/2020,21.4,11.61,5.744,0,0,0
16/02/2020,21.4,9.85,6.3,0,0,0
17/02/2020,22.85,7.88,6.051,0,0,0
18/02/2020,23.9,6.9,6.484,0,0,0
19/02/2020,25.375,6.41,5.879,0,0,0
20/02/2020,23.3,7.7,5.948,0,0,0
21/02/2020,23.3,7.87,6.885,0,0,0
22/02/2020,23.3,11.02,6.9,0,0,0
23/02/2020,23.3,11.03,6.334,0,0,0
24/02/2020,24.5,9.61,6.797,0,0,0
25/02/2020,24.75,5.86,6.704,0,0,0
26/02/2020,25,4.74,6.913,0,0,0
27/02/2020,24.275,4.45,6.564,0,0,0
28/02/2020,25,6.5,5.624,0,0,0
29/02/2020,25,7.47,5.303,0,0,0
01/03/2020,25,6.69,5.844,0,0,0
02/03/2020,25.2,5.63,5.502,0,0,0
03/03/2020,25.95,5.12,5.793,0,0,0
04/03/2020,25.25,4.77,5.565,0,0,0
05/03/2020,25.4,5.74,6.019,0,0,0
06/03/2020,23.15,5.64,6.818,0,0,0
07/03/2020,23.15,7.76,6.833,0,0,0
08/03/2020,23.15,9.82,7.331,0,0,0
09/03/2020,22.6,7.71,8.388,0,0,0
10/03/2020,24,12.7,7.743,0,0,0
11/03/2020,24.6,11.08,7.233,0,0,0
12/03/2020,24.775,7.52,7.599,0,0,0
13/03/2020,24.25,8.53,7.647,0,0,0
14/03/2020,24.25,9.58,7.674,0,0,0
15/03/2020,24.25,9.4,8.888,0,0,0
16/03/2020,23,7.51,8.646,0,0,0
17/03/2020,23.55,9.17,6.887,0,0,0
18/03/2020,24.45,11.66,6.794,0,0,0
19/03/2020,24.8,7.11,7.528,0,0,0
20/03/2020,23.2,7.23,8.397,0,0,0
21/03/2020,23.2,6.56,8.146,0,0,0
22/03/2020,23.2,6.88,7.94,0,0,0
23/03/2020,21.775,6.85,8.178,0,0,0
24/03/2020,21.7,8.06,8.054,0,0,0
25/03/2020,22.55,7.03,8.264,0,0,0
26/03/2020,20,6.89,7.945,0,0,0
27/03/2020,19,7.5,8.274,0,0,0
28/03/2020,19,7.29,8.985,0,0,0
29/03/2020,19,5.13,9.574,0,0,0
30/03/2020,18.8,5.65,9.77,0,0,0
31/03/2020,17.8,6.2,8.994,0,0,0
01/04/2020,16.7,5.17,8.3,0,0,0
02/04/2020,17.5,9.07,9.281,0,0,0
03/04/2020,16,9.53,9.003,0,0,0
04/04/2020,16,9.42,8.446,0,0,0
05/04/2020,16,13.85,8.984,0,0,0
06/04/2020,15.925,13.27,10.201,0,0,0
07/04/2020,16.85,12.23,10.141,0,0,0
08/04/2020,15.45,14.78,10.538,0,0,0
09/04/2020,14.8,15.08,10.522,0,0,0
10/04/2020,14.8,15.2,10.317,0,0,0
11/04/2020,14.8,16.31,9.982,0,0,0
12/04/2020,14.8,16.76,9.509,0,0,0
13/04/2020,14.8,9.22,9.366,0,0,0
14/04/2020,14.875,8.07,10.84,0,0,0
15/04/2020,14,10.33,10.731,0,0,0
16/04/2020,14.3,12.43,10.15,0,0,0
17/04/2020,13.2,10.78,11.067,0,0,0
18/04/2020,13.2,9.94,11.055,0,0,0
19/04/2020,13.2,11.76,11.862,0,0,0
20/04/2020,10.4,12.03,11.889,0,0,0
21/04/2020,9.75,13.45,12.154,0,0,0
22/04/2020,11.825,14.22,12.266,0,0,0
23/04/2020,11.6,15.17,12.037,0,0,0
24/04/2020,10.75,14.77,12.263,0,0,0
25/04/2020,10.75,11.13,11.305,0,0,0
26/04/2020,10.75,12.8,9.944,0,0,0
27/04/2020,12.8,12.76,9.644,0,0,0
28/04/2020,13.9,8.53,9.979,0,0,0
29/04/2020,12.7,10.31,10.603,0,0,0
30/04/2020,13.1,9.33,11.286,0,0,0
01/05/2020,13.5,10.6,11.134,0,0,0
02/05/2020,13.5,11.9,10.811,0,0,0
03/05/2020,13.5,11.87,10.298,0,0,0
04/05/2020,14.15,12.99,10.947,0,0,0
05/05/2020,13.7,11.04,12.129,0,0,0
06/05/2020,14,11.83,13.314,0,0,0
07/05/2020,14.275,14.81,13.885,0,0,0
08/05/2020,14.275,17.6,13.59,0,0,0
09/05/2020,14.275,17.83,12.858,0,0,0
10/05/2020,14.275,12.53,13.035,0,0,0
11/05/2020,13.25,8.43,12.588,0,0,0
12/05/2020,12.825,9.33,12.138,0,0,0
13/05/2020,12.7,9.56,12.072,0,0,0
14/05/2020,12.8,8.89,11.607,0,0,0
15/05/2020,12.4,11.33,12.358,0,0,0
16/05/2020,12.4,12.7,13.417,0,0,0
17/05/2020,12.4,14.16,12.917,0,0,0
18/05/2020,11.3,16.59,13.196,0,0,0
19/05/2020,11.4,17.27,13.876,0,0,0
20/05/2020,10.55,20.11,14.119,0,0,0
21/05/2020,8.75,19.88,15.064,0,0,0
22/05/2020,7.25,18.49,15.512,0,0,0
23/05/2020,7.25,14.65,15.084,0,0,0
24/05/2020,7.25,16.44,15.354,0,0,0
25/05/2020,7.25,18.46,15.202,0,0,0
26/05/2020,10.1,19.4,15.703,0,0,0
27/05/2020,9.2,19.85,15.286,0,0,0
28/05/2020,8.575,16.75,14.886,0,0,0
29/05/2020,9,17.37,14.342,0,0,0
30/05/2020,9,17.71,15.237,0,0,0
31/05/2020,9,18.62,15.088,0,0,0
01/06/2020,8.65,18.98,15.67,0,0,0
02/06/2020,10.9,19.17,16.196,0,0,0
03/06/2020,12.25,15.6,15.541,0,0,0
04/06/2020,12,12.9,15.289,0,0,0
05/06/2020,13,12.92,15.436,0,0,0
06/06/2020,13,10.57,15.302,0,0,0
07/06/2020,13,12.5,15.618,0,0,0
08/06/2020,12.7,13.43,15.455,0,0,0
09/06/2020,12.3,14.97,15.285,0,0,0
10/06/2020,11.25,13.27,15.12,0,0,0
11/06/2020,12.4,14.46,15.73,0,0,0
12/06/2020,13.7,16.56,15.37,0,0,0
13/06/2020,13.7,17.87,16.153,0,0,0
14/06/2020,13.7,18.16,16.201,0,0,0
15/06/2020,14.2,17.36,15.634,0,0,0
16/06/2020,13.625,18.08,15.372,0,0,0
17/06/2020,14,17.53,16.693,0,0,0
18/06/2020,13.975,15.68,17.015,0,0,0
19/06/2020,14.2,15.84,17.493,0,0,0
20/06/2020,14.2,16.88,17.516,0,0,0
21/06/2020,14.2,17.45,17.861,0,0,0
22/06/2020,13.6,17.13,17.203,0,0,0
23/06/2020,14.75,20.88,17.561,0,0,0
24/06/2020,14.8,24.17,17.867,0,0,0
25/06/2020,13.5,25.6,18.371,0,0,0
26/06/2020,13.575,23.49,18.698,0,0,0
27/06/2020,13.575,17.09,18.985,0,0,0
28/06/2020,13.575,16.04,17.866,0,0,0
29/06/2020,14.85,15.36,18.005,0,0,0
30/06/2020,15.5,16.02,18.457,0,0,0
01/07/2020,15.33,17.32,18.853,0,0,0
02/07/2020,13.85,16.27,18.308,0,0,0
03/07/2020,13.55,16.41,18.778,0,0,0
04/07/2020,13.55,17.85,19.208,0,0,0
05/07/2020,13.55,18.13,19.398,0,0,0
06/07/2020,14.8,15.9,19.219,0,0,0
07/07/2020,15.3,15.56,19.162,0,0,0
08/07/2020,14.75,16.57,19.072,0,0,0
09/07/2020,13.6,17.43,19.512,0,0,0
10/07/2020,12.85,15.5,19.041,0,0,0
11/07/2020,12.85,15.41,18.221,0,0,0
12/07/2020,12.85,17.7,17.978,0,0,0
13/07/2020,12.1,18.76,18.323,0,0,0
14/07/2020,12.9,17.85,18.493,0,0,0
15/07/2020,12.9,16.34,18.944,0,0,0
16/07/2020,12.6,19.17,19.769,0,0,0
17/07/2020,13,21.84,19.972,0,0,0
18/07/2020,13,19.51,19.843,0,0,0
19/07/2020,13,17.38,20.146,0,0,0
20/07/2020,12.8,16.9,19.541,0,0,0
21/07/2020,12.55,16.9,19.075,0,0,0
22/07/2020,12.85,19.6,19.454,0,0,0
23/07/2020,13.2,19.3,20.323,0,0,0
24/07/2020,12.6,19.95,20.184,0,0,0
25/07/2020,12.6,18.27,20.83,0,0,0
26/07/2020,12.6,16.86,20.104,0,0,0
27/07/2020,11.55,17.59,19.422,0,0,0
28/07/2020,12.9,16.48,18.228,0,0,0
29/07/2020,13.25,17.06,17.855,0,0,0
30/07/2020,12.85,21.39,17.702,0,0,0
31/07/2020,13.4,25.5,18.465,0,0,0
01/08/2020,13.4,21.06,19.11,0,0,0
02/08/2020,13.4,18.39,19.621,0,0,0
03/08/2020,15.875,18.27,19.708,0,0,0
04/08/2020,15.8,17.5,18.713,0,0,0
05/08/2020,16.2,20.15,18.424,0,0,0
06/08/2020,18.45,22.94,18.594,0,0,0
07/08/2020,19.5,25.41,18.624,0,0,0
08/08/2020,19.5,25.26,18.494,0,0,0
09/08/2020,19.5,24.13,17.869,0,0,0
10/08/2020,19.4,26.46,17.509,0,0,0
11/08/2020,18.7,27.78,17.499,0,0,0
12/08/2020,18.15,26.6,17.729,0,0,0
13/08/2020,18.6,22.58,17.393,0,0,0
14/08/2020,19.85,18.52,17.442,0,0,0
15/08/2020,19.85,18.17,18.077,0,0,0
16/08/2020,19.85,20.51,17.42,0,0,0
17/08/2020,20.5,18.46,18.13,0,0,0
18/08/2020,22.4,19.62,17.656,0,0,0
19/08/2020,21.3,18.11,17.422,0,0,0
20/08/2020,19.65,20.4,17.675,0,0,0
21/08/2020,18.95,20.03,18.431,0,0,0
22/08/2020,18.95,18.78,18.739,0,0,0
23/08/2020,18.95,17.8,18.302,0,0,0
24/08/2020,22.4,16.98,17.182,0,0,0
25/08/2020,24,17.71,17.47,0,0,0
26/08/2020,25.4,18.06,18.13,0,0,0
27/08/2020,24.7,15.13,17.768,0,0,0
28/08/2020,26.9,14.6,17.806,0,0,0
29/08/2020,26.9,13.03,17.082,0,0,0
30/08/2020,26.9,13.93,16.478,0,0,0
31/08/2020,26.9,13.24,15.818,0,0,0
01/09/2020,28.3,13.65,16.163,0,0,0
02/09/2020,27.1,14.25,16.698,0,0,0
03/09/2020,28.7,18.45,17.077,0,0,0
04/09/2020,30.5,15.88,17.273,0,0,0
05/09/2020,30.5,14.3,16.841,0,0,0
06/09/2020,30.5,14.6,16.099,0,0,0
07/09/2020,28.7,15.51,15.822,0,0,0
08/09/2020,28,19.6,15.436,0,0,0
09/09/2020,28.3,17.7,16.073,0,0,0
10/09/2020,27.8,14.65,16.39,0,0,0
11/09/2020,27.35,14.05,16.157,0,0,0
12/09/2020,27.35,16.88,15.991,0,0,0
13/09/2020,27.35,18.24,15.879,0,0,0
14/09/2020,27.8,19.53,15.515,0,0,0
15/09/2020,28.5,21.53,15.038,0,0,0
16/09/2020,30.2,21.12,15.144,0,0,0
17/09/2020,29.15,16.71,14.665,0,0,0
18/09/2020,29.75,15.91,14.768,0,0,0
19/09/2020,29.75,18.13,14.894,0,0,0
20/09/2020,29.75,18.55,15.659,0,0,0
21/09/2020,30.15,17.71,15.115,0,0,0
22/09/2020,31.25,17.72,14.231,0,0,0
23/09/2020,32.5,15.65,13.66,0,0,0
24/09/2020,31.55,10.69,14.398,0,0,0
25/09/2020,32.1,10.74,14.247,0,0,0
26/09/2020,32.1,10.29,14.703,0,0,0
27/09/2020,32.1,12.34,14.863,0,0,0
28/09/2020,34.5,13.15,15.496,0,0,0
29/09/2020,33.9,15.72,15.113,0,0,0
30/09/2020,33.8,13.67,14.251,0,0,0
01/10/2020,33.15,12.4,14.854,0,0,0
02/10/2020,34.5,12.06,14.559,0,0,0
03/10/2020,34.5,13.62,13.913,0,0,0
04/10/2020,34.5,9.82,13.853,0,0,0
05/10/2020,36.3,12.63,14.297,0,0,0
06/10/2020,35.8,13.05,12.799,0,0,0
07/10/2020,38,12.38,12.318,0,0,0
08/10/2020,38.55,14.68,13.392,0,0,0
09/10/2020,38.4,9.48,13.46,0,0,0
10/10/2020,38.4,9.27,13.212,0,0,0
11/10/2020,38.4,10.72,13.737,0,0,0
12/10/2020,38.65,9.45,12.751,0,0,0
13/10/2020,37.15,9.36,12.767,0,0,0
14/10/2020,38.75,10.65,11.577,0,0,0
15/10/2020,39.9,9.74,11.671,0,0,0
16/10/2020,40.4,9.85,12.536,0,0,0
17/10/2020,40.4,10.48,12.542,0,0,0
18/10/2020,40.4,9.55,12.646,0,0,0
19/10/2020,39.75,11.69,12.029,0,0,0
20/10/2020,40.1,14.82,10.728,0,0,0
21/10/2020,40.25,14.46,11.563,0,0,0
22/10/2020,41.6,13.15,11.287,0,0,0
23/10/2020,41.5,12.22,12.09,0,0,0
24/10/2020,41.5,12.03,12.515,0,0,0
25/10/2020,41.5,9.6,11.418,0,0,0
26/10/2020,40,9.27,11.422,0,0,0
27/10/2020,40.3,9.52,10.914,0,0,0
28/10/2020,38.15,9.89,10.841,0,0,0
29/10/2020,37.75,11.95,11.027,0,0,0
30/10/2020,35.65,15.19,10.698,0,0,0
31/10/2020,35.65,12.97,11.516,0,0,0
01/11/2020,35.65,14.5,10.828,0,0,0
02/11/2020,36,13.67,9.973,0,0,0
03/11/2020,37.75,7.73,9.997,0,0,0
04/11/2020,37.6,5.46,9.979,0,0,0
05/11/2020,38.5,4.35,9.554,0,0,0
06/11/2020,36.4,6.32,9.051,0,0,0
07/11/2020,36.4,9.18,9.583,0,0,0
08/11/2020,36.4,11.99,8.222,0,0,0
09/11/2020,37.675,12.83,8.651,0,0,0
10/11/2020,36.4,11.87,9.039,0,0,0
11/11/2020,36.7,11.25,9.344,0,0,0
12/11/2020,36.8,10.74,10.038,0,0,0
13/11/2020,37.95,10.6,8.995,0,0,0
14/11/2020,37.95,12.39,9.258,0,0,0
15/11/2020,37.95,10.68,9.125,0,0,0
16/11/2020,37.4,10.77,8.367,0,0,0
17/11/2020,35.1,12.86,8.7,0,0,0
18/11/2020,36.8,11.88,7.962,0,0,0
19/11/2020,35.7,7.8,6.537,0,0,0
20/11/2020,34.25,6.16,6.95,0,0,0
21/11/2020,34.25,11.11,7.097,0,0,0
22/11/2020,34.25,9,8.338,0,0,0
23/11/2020,36.7,6.06,7.279,0,0,0
24/11/2020,38.625,10.28,7.087,0,0,0
25/11/2020,39.3,9.7,7.022,0,0,0
26/11/2020,40.45,5.91,6.897,0,0,0
27/11/2020,41.1,2.96,7.658,0,0,0
28/11/2020,41.1,8.7,6.894,0,0,0
29/11/2020,41.1,7.78,6.705,0,0,0
30/11/2020,42.55,6.99,5.231,0,0,0
01/12/2020,42.25,5.07,5.804,0,0,0
02/12/2020,43.7,4.78,6.026,0,0,0
03/12/2020,40,4.86,6.844,0,0,0
04/12/2020,42.8,4.08,5.541,0,0,0
05/12/2020,42.8,5.06,5.607,0,0,0
06/12/2020,42.8,2.63,6.552,0,0,0
07/12/2020,41,1.13,7.763,0,0,0
08/12/2020,40.5,1.66,7.042,0,0,0
09/12/2020,40.85,5.28,6.275,0,0,0
10/12/2020,42.8,6.98,6.142,0,0,0
11/12/2020,43.25,8.68,5.073,0,0,0
12/12/2020,43.25,7.19,5.023,0,0,0
13/12/2020,43.25,6.9,5.721,0,0,0
14/12/2020,46.1,10.35,5.957,0,0,0
15/12/2020,45.5,8.43,6.948,0,0,0
16/12/2020,44.925,8.79,7.005,0,0,0
17/12/2020,43.2,8.73,6.118,0,0,0
18/12/2020,42.5,11.2,6.689,0,0,0
19/12/2020,42.5,9.98,6.484,0,0,0
20/12/2020,42.5,7.48,6.883,0,0,0
21/12/2020,47.2,10.97,8.708,0,0,0
22/12/2020,48.55,11.27,8.999,0,0,0
23/12/2020,47,10.63,8.841,0,0,0
24/12/2020,50.5,4.68,7.494,0,0,0
25/12/2020,50.5,1.82,6.887,0,0,0
26/12/2020,50.5,6.48,6.704,0,0,0
27/12/2020,50.5,5.85,6.366,0,0,0
28/12/2020,50.5,1.22,6.165,0,0,0
29/12/2020,56.6,2.56,6.549,0,0,0
30/12/2020,56.05,1.43,7.124,0,0,0
31/12/2020,57.35,-0.23,8.131,0,0,0
01/01/2021,57.35,1.42,7.237,0,0,0
02/01/2021,57.35,3.25,6.745,0,0,0
03/01/2021,57.35,3.49,6.569,0,0,0
04/01/2021,59.5,3.81,5.827,0,0,0
05/01/2021,54.3,3.26,6.503,0,0,0
06/01/2021,55,3.28,6.407,0,0,0
07/01/2021,59,0.05,7.874,0,0,0
08/01/2021,62.18,0.3,8.099,0,0,0
09/01/2021,62.18,0.07,7.858,0,0,0
10/01/2021,62.18,0.85,6.24,0,0,0
11/01/2021,67.5,6.77,6.779,0,0,0
12/01/2021,77.5,6.47,7.165,0,0,0
13/01/2021,68,6.13,6.421,0,0,0
14/01/2021,64.525,5.79,5.249,0,0,0
15/01/2021,57.75,1.05,6.379,0,0,0
16/01/2021,57.75,4.86,5.439,0,0,0
17/01/2021,57.75,5.21,3.946,0,0,0
18/01/2021,53,5,4.235,0,0,0
19/01/2021,56,10.39,3.363,0,0,0
20/01/2021,56.25,9.72,2.782,0,0,0
21/01/2021,57,5.95,3.191,0,0,0
22/01/2021,60.6,3.59,4.717,0,0,0
23/01/2021,60.6,1.35,4.82,0,0,0
24/01/2021,60.6,-0.16,5.655,0,0,0
25/01/2021,56.8,0.93,6.267,0,0,0
26/01/2021,54.5,2.06,6.26,0,0,0
27/01/2021,54,8.31,6.119,0,0,0
28/01/2021,58,10.77,5.739,0,0,0
29/01/2021,55,9.31,5.843,0,0,0
30/01/2021,55,5.03,5.221,0,0,0
31/01/2021,55,2.55,5.241,0,0,0
01/02/2021,49.3,3.54,6.074,0,0,0
02/02/2021,50,9.13,5.406,0,0,0
03/02/2021,47,8.2,4.773,0,0,0
04/02/2021,49.4,6.13,5.984,0,0,0
05/02/2021,50.75,7.32,5.691,0,0,0
06/02/2021,50.75,5.87,5.721,0,0,0
07/02/2021,50.75,1.77,5.297,0,0,0
08/02/2021,58,-1.27,5.445,0,0,0
09/02/2021,54.3,-0.51,5.416,0,0,0
10/02/2021,51.8,-0.03,4.739,0,0,0
11/02/2021,48.5,-1.21,3.994,0,0,0
12/02/2021,46.4,-0.64,4.226,0,0,0
13/02/2021,46.4,-1.07,5.499,0,0,0
14/02/2021,46.4,2.61,6.19,0,0,0
15/02/2021,41.9,8.66,7.265,0,0,0
16/02/2021,43.2,9.21,6.628,0,0,0
17/02/2021,42.35,9.55,6.876,0,0,0
18/02/2021,44.5,8.17,6.261,0,0,0
19/02/2021,42.85,8.35,6.343,0,0,0
20/02/2021,42.85,12.76,7.53,0,0,0
21/02/2021,42.85,11.19,7.345,0,0,0
22/02/2021,39.5,8.63,7.111,0,0,0
23/02/2021,40.5,10.09,7.587,0,0,0
24/02/2021,41,13.12,6.923,0,0,0
25/02/2021,40.7,9.84,6.728,0,0,0
26/02/2021,41.25,6.03,6.43,0,0,0
27/02/2021,41.25,6.12,5.315,0,0,0
28/02/2021,41.25,5.41,5.407,0,0,0
01/03/2021,43.6,6.01,6.05,0,0,0
02/03/2021,44.4,5.29,5.552,0,0,0
03/03/2021,44,5.76,5.909,0,0,0
04/03/2021,44.6,4.99,5.663,0,0,0
05/03/2021,45,4.31,6.264,0,0,0
06/03/2021,45,3.8,6.999,0,0,0
07/03/2021,45,3.17,7.521,0,0,0
08/03/2021,44.5,4.86,8.046,0,0,0
09/03/2021,44,7.02,8.651,0,0,0
10/03/2021,46,7.97,8.613,0,0,0
11/03/2021,46.8,9.26,7.928,0,0,0
12/03/2021,47.3,7.33,7.809,0,0,0
13/03/2021,47.3,6.8,7.842,0,0,0
14/03/2021,47.3,7.65,7.807,0,0,0
15/03/2021,44.9,9.6,9.061,0,0,0
16/03/2021,43,10.07,8.68,0,0,0
17/03/2021,46,7.32,6.916,0,0,0
18/03/2021,44.375,7.54,6.864,0,0,0
19/03/2021,42.35,8.13,7.172,0,0,0
20/03/2021,42.35,7.5,7.949,0,0,0
21/03/2021,42.35,8.73,7.902,0,0,0
22/03/2021,44.1,8.41,7.778,0,0,0
23/03/2021,45.4,7.27,8.088,0,0,0
24/03/2021,45.65,8.31,7.66,0,0,0
25/03/2021,45.3,8.54,7.838,0,0,0
26/03/2021,46.7,8.84,7.667,0,0,0
27/03/2021,46.7,7.5,8.061,0,0,0
28/03/2021,46.7,10.7,8.805,0,0,0
29/03/2021,46.35,12.75,9.087,0,0,0
30/03/2021,46.5,13.04,9.493,0,0,0
31/03/2021,48.45,13.95,9.118,0,0,0
01/04/2021,50,10.77,8.25,0,0,0
02/04/2021,50,7.23,9.446,0,0,0
03/04/2021,50,7.2,9.185,0,0,0
04/04/2021,50,8.31,8.6,0,0,0
05/04/2021,50.25,6.2,9.473,0,0,0
06/04/2021,53.75,2.84,10.37,0,0,0
07/04/2021,52.95,2.88,10.397,0,0,0
08/04/2021,52.75,7.57,10.945,0,0,0
09/04/2021,51.6,8.77,10.784,0,0,0
10/04/2021,51.6,6.74,10.654,0,0,0
11/04/2021,51.6,4.64,10.663,0,0,0
12/04/2021,57.25,4.4,10.239,0,0,0
13/04/2021,55.9,5.93,9.35,0,0,0
14/04/2021,55.5,7.04,10.78,0,0,0
15/04/2021,56.5,6.16,10.893,0,0,0
16/04/2021,56.2,6.29,10.518,0,0,0
17/04/2021,56.2,7.35,11.166,0,0,0
18/04/2021,56.2,8.93,10.924,0,0,0
19/04/2021,56,10.37,11.867,0,0,0
20/04/2021,55.7,11.07,12.113,0,0,0
21/04/2021,56.5,10.02,12.703,0,0,0
22/04/2021,56.025,8.25,12.78,0,0,0
23/04/2021,53.25,9.4,12.479,0,0,0
24/04/2021,53.25,10.39,12.427,0,0,0
25/04/2021,53.25,8.98,11.085,0,0,0
26/04/2021,54.4,8.05,9.949,0,0,0
27/04/2021,58,9.28,9.499,0,0,0
28/04/2021,58.75,8.54,9.34,0,0,0
29/04/2021,60.525,7.75,10.221,0,0,0
30/04/2021,63.5,7.99,11.048,0,0,0
01/05/2021,63.5,7.84,10.986,0,0,0
02/05/2021,63.5,9.05,11.163,0,0,0
03/05/2021,63,9.5,10.706,0,0,0
04/05/2021,64.6,10.18,11.475,0,0,0
05/05/2021,65.55,7.03,12.216,0,0,0
06/05/2021,68,6.97,13.393,0,0,0
07/05/2021,61.5,9.34,14.462,0,0,0
08/05/2021,61.5,12.06,14.525,0,0,0
09/05/2021,61.5,15.88,13.749,0,0,0
10/05/2021,65.5,12.73,13.38,0,0,0
11/05/2021,66.75,11.93,12.698,0,0,0
12/05/2021,67,12.73,12.342,0,0,0
13/05/2021,68.5,11.13,12.17,0,0,0
14/05/2021,68.85,10.42,11.471,0,0,0
15/05/2021,68.85,10.9,12.258,0,0,0
16/05/2021,68.85,10.88,13.574,0,0,0
17/05/2021,67.5,11.6,13.079,0,0,0
18/05/2021,64.5,10.98,13.505,0,0,0
19/05/2021,59.75,12.2,14.107,0,0,0
20/05/2021,63,10.92,14.48,0,0,0
21/05/2021,66.5,11.43,15.135,0,0,0
22/05/2021,66.5,10.67,15.611,0,0,0
23/05/2021,66.5,9.64,14.516,0,0,0
24/05/2021,63.3,9.75,14.885,0,0,0
25/05/2021,68.75,10.62,15.515,0,0,0
26/05/2021,70.3,11.37,16.33,0,0,0
27/05/2021,65.25,14.74,15.988,0,0,0
28/05/2021,61.9,14.98,15.169,0,0,0
29/05/2021,61.9,15.71,14.758,0,0,0
30/05/2021,61.9,13.25,15.495,0,0,0
31/05/2021,61.9,15.76,15.612,0,0,0
01/06/2021,63.45,18.77,16.272,0,0,0
02/06/2021,62.1,20.4,16.488,0,0,0
03/06/2021,63.2,19.13,15.405,0,0,0
04/06/2021,62.85,14.69,14.629,0,0,0
05/06/2021,62.85,17.15,14.599,0,0,0
06/06/2021,62.85,17.53,14.517,0,0,0
07/06/2021,63.75,17.94,15.31,0,0,0
08/06/2021,67.95,18.73,15.252,0,0,0
09/06/2021,67.8,19.23,15.107,0,0,0
10/06/2021,67.5,19.5,14.864,0,0,0
11/06/2021,67.75,19.77,15.638,0,0,0
12/06/2021,67.75,19.25,15.488,0,0,0
13/06/2021,67.75,21.36,16.344,0,0,0
14/06/2021,70.75,21.89,16.484,0,0,0
15/06/2021,69.6,20.18,15.978,0,0,0
16/06/2021,68.15,21.75,15.713,0,0,0
17/06/2021,70.4,19.17,16.796,0,0,0
18/06/2021,74.65,14.41,17.125,0,0,0
19/06/2021,74.65,13.72,17.814,0,0,0
20/06/2021,74.65,14.81,17.837,0,0,0
21/06/2021,74.95,13.05,17.71,0,0,0
22/06/2021,78.15,14,16.833,0,0,0
23/06/2021,78.3,15.43,17.553,0,0,0
24/06/2021,81.275,16.27,18.246,0,0,0
25/06/2021,81.9,17.57,18.818,0,0,0
26/06/2021,81.9,18.04,18.897,0,0,0
27/06/2021,81.9,17.49,18.423,0,0,0
28/06/2021,79.75,16.88,17.266,0,0,0
29/06/2021,83.25,15.93,17.391,0,0,0
30/06/2021,88.55,15.19,18.009,0,0,0
01/07/2021,92.4,17.29,18.568,0,0,0
02/07/2021,88.5,18.8,17.756,0,0,0
03/07/2021,88.5,18.28,18.356,0,0,0
04/07/2021,88.5,17.11,19.118,0,0,0
05/07/2021,92.5,16.37,19.311,0,0,0
06/07/2021,82.5,15.34,19.017,0,0,0
07/07/2021,81.1,16.68,18.822,0,0,0
08/07/2021,84.2,17.12,18.654,0,0,0
09/07/2021,91,18.6,18.972,0,0,0
10/07/2021,91,15.98,18.358,0,0,0
11/07/2021,91,16.34,17.629,0,0,0
12/07/2021,84.5,17.01,17.81,0,0,0
13/07/2021,86.8,18.5,18.482,0,0,0
14/07/2021,83.35,19.84,18.461,0,0,0
15/07/2021,84,18.39,18.807,0,0,0
16/07/2021,86.45,19.5,19.94,0,0,0
17/07/2021,86.45,22.23,20.452,0,0,0
18/07/2021,86.45,24.21,19.969,0,0,0
19/07/2021,89.75,24.65,19.705,0,0,0
